file_id,file_name,full_path,file_extension,file_size_bytes,file_size_mb,last_modified,current_folder,parent_folder,group_name,company_folder,company_code,web_url,download_url,matched_company_id,matched_company_name,document_type
"",Schedule A 14 Profit and Loss LTD.pdf,Corporate/XX Original files/Schedule A 14 Profit and Loss LTD.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 15.docx,Corporate/XX Original files/Schedule A 15.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",meeting notification.pdf,Corporate/XX Original files/meeting notification.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",members resolution.pdf,Corporate/XX Original files/members resolution.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule B 01 Current - Homes of Hope Limited Constitution.pdf,Corporate/XX Original files/Schedule B 01 Current - Homes of Hope Limited Constitution.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule B 01 Original - Homes of Hope Limited Constitution.pdf,Corporate/XX Original files/Schedule B 01 Original - Homes of Hope Limited Constitution.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Directors Update.docx,Corporate/XX Original files/Directors Update.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",Schedule B 02 AIS ACNC 21FY.pdf,Corporate/XX Original files/Schedule B 02 AIS ACNC 21FY.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule B 02 AIS ACNC 22FY.pdf,Corporate/XX Original files/Schedule B 02 AIS ACNC 22FY.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Moogerah Booking 2022-2023.xlsx,Corporate/XX Original files/Moogerah Booking 2022-2023.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Schedule B 10 A Jounal of Transaction.pdf,Corporate/XX Original files/Schedule B 10 A Jounal of Transaction.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Scheule B 10 A HOH - LYW Loan Agreement.pdf,Corporate/XX Original files/Scheule B 10 A HOH - LYW Loan Agreement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule B 16 F 21 and 22 FY Homes_Of_Hope_Ltd_-_Journal_Report.xlsx,Corporate/XX Original files/Schedule B 16 F 21 and 22 FY Homes_Of_Hope_Ltd_-_Journal_Report.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Schedule B 16 F 21 FY Homes_Of_Hope_Ltd_-_General_Ledger_Detail.xlsx,Corporate/XX Original files/Schedule B 16 F 21 FY Homes_Of_Hope_Ltd_-_General_Ledger_Detail.xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Schedule B 16 F 22 FY Homes_Of_Hope_Ltd_-_General_Ledger_Detail (1).xlsx,Corporate/XX Original files/Schedule B 16 F 22 FY Homes_Of_Hope_Ltd_-_General_Ledger_Detail (1).xlsx,.xlsx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.xlsx
"",Schedule B 16 G Homes Of Hope Ltd - Chart of Accounts.pdf,Corporate/XX Original files/Schedule B 16 G Homes Of Hope Ltd - Chart of Accounts.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule B 16 Signed - Homes of Hope - Consolidated Finanicals 2021.pdf,Corporate/XX Original files/Schedule B 16 Signed - Homes of Hope - Consolidated Finanicals 2021.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule B 16 Signed - Homes of Hope - Consolidated Finanicals 2022.pdf,Corporate/XX Original files/Schedule B 16 Signed - Homes of Hope - Consolidated Finanicals 2022.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",1. HOH - 03 January 2021 Statement .pdf,Corporate/XX Original files/1. HOH - 03 January 2021 Statement .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2. HOH - 03 February 2021 Statement.pdf,Corporate/XX Original files/2. HOH - 03 February 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",3. HOH - 03 March 2021 Statement.pdf,Corporate/XX Original files/3. HOH - 03 March 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",4. HOH - 03 April 2021 Statement.pdf,Corporate/XX Original files/4. HOH - 03 April 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",5. HOH - 03 May 2021 Statement.pdf,Corporate/XX Original files/5. HOH - 03 May 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",6. HOH - 03 June 2021 Statement.pdf,Corporate/XX Original files/6. HOH - 03 June 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",7. HOH - 03 July 2021 Statement.pdf,Corporate/XX Original files/7. HOH - 03 July 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",1. HOH - 03 July 2021 Statement.pdf,Corporate/XX Original files/1. HOH - 03 July 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",10. HOH - 03 April 2022 Statement.pdf,Corporate/XX Original files/10. HOH - 03 April 2022 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",11. HOH - 03 May 2022 Statement.pdf,Corporate/XX Original files/11. HOH - 03 May 2022 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",12. HOH - 03 June 2022 Statement.pdf,Corporate/XX Original files/12. HOH - 03 June 2022 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",13. HOH - 03 July 2022 Statement.pdf,Corporate/XX Original files/13. HOH - 03 July 2022 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2. HOH - 03 August 2021 Statement.pdf,Corporate/XX Original files/2. HOH - 03 August 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",3. HOH - 03 September 2021 Statement.pdf,Corporate/XX Original files/3. HOH - 03 September 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",4. HOH - 03 October 2021 Statement.pdf,Corporate/XX Original files/4. HOH - 03 October 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",5. HOH - 03 November 2021 Statement.pdf,Corporate/XX Original files/5. HOH - 03 November 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",6. HOH - 03 December 2021 Statement.pdf,Corporate/XX Original files/6. HOH - 03 December 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",7. HOH - 03 January 2022 Statement.pdf,Corporate/XX Original files/7. HOH - 03 January 2022 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",8. HOH - 03 February 2022 Statement.pdf,Corporate/XX Original files/8. HOH - 03 February 2022 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",9. HOH - 03 March 2022 Statement.pdf,Corporate/XX Original files/9. HOH - 03 March 2022 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes of Hope Account Authority.pdf,Corporate/XX Original files/Homes of Hope Account Authority.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",1. 07 August 2020 Statement .pdf,Corporate/XX Original files/1. 07 August 2020 Statement .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",10. LTD - 07 May 2021 Statement  .pdf,Corporate/XX Original files/10. LTD - 07 May 2021 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",11. LTD - 07 June 2021 Statement  .pdf,Corporate/XX Original files/11. LTD - 07 June 2021 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",12. 07 July 2021 Statement  .pdf,Corporate/XX Original files/12. 07 July 2021 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2. 07 September 2020 Statement  .pdf,Corporate/XX Original files/2. 07 September 2020 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",3. LTS - 07 October 2020 Statement .pdf,Corporate/XX Original files/3. LTS - 07 October 2020 Statement .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",4. LTD - 07 November 2020 Statement .pdf,Corporate/XX Original files/4. LTD - 07 November 2020 Statement .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",5. LTD - 07 December 2020 Statement  .pdf,Corporate/XX Original files/5. LTD - 07 December 2020 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",6. LTD - 07 January 2021 Statement  .pdf,Corporate/XX Original files/6. LTD - 07 January 2021 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",7. LTD - 07 February 2021 Statement  .pdf,Corporate/XX Original files/7. LTD - 07 February 2021 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",8. LTD - 07 March 2021 Statement  .pdf,Corporate/XX Original files/8. LTD - 07 March 2021 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",9. LTD - 07 April 2021 Statement  .pdf,Corporate/XX Original files/9. LTD - 07 April 2021 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",1. LTD 07 July 2021 Statement .pdf,Corporate/XX Original files/1. LTD 07 July 2021 Statement .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",10. LTD - 07 April 2022 Statement .pdf,Corporate/XX Original files/10. LTD - 07 April 2022 Statement .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",11. LTD - 07 May 2022 Statement  .pdf,Corporate/XX Original files/11. LTD - 07 May 2022 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",12. LTD - 07 June 2022 Statement  .pdf,Corporate/XX Original files/12. LTD - 07 June 2022 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",13. LTD - 07 July 2022 Statement.pdf,Corporate/XX Original files/13. LTD - 07 July 2022 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",2. LTD - 07 August 2021 Statement .pdf,Corporate/XX Original files/2. LTD - 07 August 2021 Statement .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",3. LTD - 07 September 2021 Statement .pdf,Corporate/XX Original files/3. LTD - 07 September 2021 Statement .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",4. LTD - 07 October 2021 Statement  .pdf,Corporate/XX Original files/4. LTD - 07 October 2021 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",5. LTD - 07 November 2021 Statement.pdf,Corporate/XX Original files/5. LTD - 07 November 2021 Statement.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",6. LTD - 07 December 2021 Statement  .pdf,Corporate/XX Original files/6. LTD - 07 December 2021 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",7. LTD - 07 January 2022 Statement  .pdf,Corporate/XX Original files/7. LTD - 07 January 2022 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",8. LTD - 07 February 2022 Statement .pdf,Corporate/XX Original files/8. LTD - 07 February 2022 Statement .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",9. LTD - 07 March 2022 Statement  .pdf,Corporate/XX Original files/9. LTD - 07 March 2022 Statement  .pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Livin the Dream Account Authority.pdf,Corporate/XX Original files/Livin the Dream Account Authority.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",LTD BOQ FY20-21 Statements.pdf,Corporate/XX Original files/LTD BOQ FY20-21 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",LTD BOQ FY21-22 Statements.pdf,Corporate/XX Original files/LTD BOQ FY21-22 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOH - BOQ FY20-21 Statements.pdf,Corporate/XX Original files/HOH - BOQ FY20-21 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",HOH - BOQ FY21-22 Statements.pdf,Corporate/XX Original files/HOH - BOQ FY21-22 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Homes of Hope Account Authority.pdf,Corporate/XX Original files/Homes of Hope Account Authority.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Livin the Dream Account Authority.pdf,Corporate/XX Original files/Livin the Dream Account Authority.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",LTD BOQ FY20-21 Statements.pdf,Corporate/XX Original files/LTD BOQ FY20-21 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",LTD BOQ FY21-22 Statements.pdf,Corporate/XX Original files/LTD BOQ FY21-22 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Next Steps Global BOQ FY20-21 Statements.pdf,Corporate/XX Original files/Next Steps Global BOQ FY20-21 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Next Steps Global BOQ FY21-22 Statements.pdf,Corporate/XX Original files/Next Steps Global BOQ FY21-22 Statements.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
"",Schedule A 15.docx,Corporate/XX Original files/Schedule A 15.docx,.docx,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.docx
"",20230529_HOH_s353-10 Notice - TAG COPY.pdf,Corporate/XX Original files/20230529_HOH_s353-10 Notice - TAG COPY.pdf,.pdf,0,0,"",XX Original files,XX Original files,XX Original files,XX Original files,"","","","","",.pdf
